FID,Shape *,OBJECTID,GIS_Featur,Status,MATERIAL,MATERIAL_CD,Mat_Fact,TARGET_Mat_Fact,Age,Remaining_Life,RSL,TARGET_Remaining_Life,TARGET_RSL,RSL_SCR,TARGET_RSL_SCR,RSL_Level,TARGET_RSL_Level,MaterialCl,INSTALL_DA,FRM_NODE,TO_NODE,DIAMETER,LEN_M,Operation_Cost,Maintenance_Cost,REPLC_COST,MI,MI_SCR,INST_YR,TotBrks,TotBrks_Lenght,BRK_SCR,BRK_SCR_TARGET,TotBrks_Level,BRKS_FVYRS,BRKS_FVYRS-Lenght,BRKS_FVYRS_SCR,BRKS_FVYRS_SCR_TARGET,BRKS_FVYRS_Level,Condition_Score,TARGET_Condition_Score,Condition_Score_Level,TARGET_Condition_Score_Level,Condition_level,TARGET_Condition_level,StreetNumb,StreetName,StreetFrom,StreetTo,Owner,Constructe,Condition,JointType,CFactor,CFactorDat,Corrosio_1,Rehabilita,Rehabili_1,Rehabili_2,AnodeType,Flushed,FlushDate,EasementLo,Memo,PipeLocati,ImportantC,AssumeDate,GIS_ID,Constructe,Corrosio_1,TEXTLABEL,TOBEREPLAC,HANSEN_COM,TRANS,TotBrks,SOIL,WaterBodie,Under Bridger,RoadWay,Forest_Gre,River_cree,LandFill,WL,HWY,RWY,TracerWire,Rehabilita,Rehabili_1,Rehabili_2,AnodeType,FlushDate,Easement,EasementLo,DeadEnd,RoadClass,ReportNumb,DrawingNum,HydrantCon,Maintenanc,MeterRoute,HighLevelA,MapGrid,CriticalCr,PipeLocati,ImportantC,CorrosionP,Medical_Services,STANDARD_CONFOR,f,R,HL,HEAD_LOSS_,,BreakDate1,BreakYear1,BreakDate2,,BreakYear2,BreakDate3,BreakYear3,,BreakDate4,BreakYear4,,BreakDate5,BreakYear5,,BreakDate6,BreakYear6,,BreakDate7,BreakYear7,,BreakDate8,BreakYear8,,BreakDate9,BreakYear9,,BreakDat_10,BreakYear10,,BreakDat-2,,BreakDat-3,,BreakDat-4,,BreakDat-5,,BreakDat-6,BreakDat-7,BreakDat-8,BreakDat-9,,BreakDa-10,,BreakDa-11,BreakDa-12,,BreakDa-13,BreakDa-14,BreakDa-15,BreakDa-16,BreakDa-17,,CauseOfBre,CauseOfB_1,CauseOfB_2,CauseOfB_3,CauseOfB_4,CauseOfB_5,CauseOfB_6,CauseOfB_7,CauseOfB_8,CauseOfB_9,CauseOf_10,CauseOf_11,CauseOf_12,CauseOf_13,CauseOf_14,CauseOf_15,CauseOf_16,CauseOf_17,CauseOf_18,CauseOf_19,CauseOf_20,CauseOf_21,CauseOf_22,CauseOf_23,CauseOf_24,CauseOf_25,Performanc_SCR,TARGET_Performanc_SCR,Performance_Score_Level,TARGET_Performance_Score_Level,Performance_Level,TARGET_Performance_Level,DIA_SCR,TARGET_DIA_SCR,ENVMT_SCR,TARGET_ENVMT_SCR,ACCESS_SCR,TARGET_ACCESS_SCR,Criticality_SCR,TARGET_Criticality_SCR,Criticality_Score_Level,TARGET_Criticality_Score_Level,Criticality_Level,TARGET_Criticality_Level,PAN,TARGET_PAN,MITIGATION_Score_Level,TARGET_MITIGATION_Score_Level,MITIGATION_Level_PAN,TARGET_MITIGATION_Level_PAN,AssetName,Components,EOCCategor,EOCRecepti,EMSCategor,EMSTier1Cl,EMSTier2Cl,EMSHierarc,Rotation,NEW_DEVELO,Development,GIS_ID_12,FILE_NO,Planner,Status_1,CONDO_PLAN,CPLANYEAR
1874,Polyline,4017,L574,ACTIVE,CI,CI,0.3,0.25,56,40.8,40.8,38,38,5,5,Medium,Medium,SPUN CAST,1961_01_01,N13212,N12649,150,282.427439,282.427439,211.8205793,423641.1585,4.76,5,1961,1,0.003540732,5,7.35,,1,0.003540732,5,7.35,,160,219.83,Moderately Low,Medium,2,3, ,RIVERSIDE DR,EVERGLADE CRES,PALMTREE AVE,CITY, ,UNKN,UNKN,53,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,886911, ,3000-01-01,150 CI, ,L574,0,6,Sand,0,0,1,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,0, , , ,74-57, ,1,1,0,0,15,0.04681637,1.44163E-11,12.97464415,15,,2008-02-13,2008,2009-04-20,,2009,2010-02-05,2010,,2013-01-25,2013,1,1988-02-14,1988,,2004-01-30,2004,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,,SETTLEMENT,IMPROPER BEDDING,DETERIORATION,DEFECTIVE PIPE,DETERIORATION,IMPROPER BEDDING, , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,550,478.13,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,225, , ,REGISTERED,MCC 024,1976
1875,Polyline,4018,L13661,ACTIVE,DI,DI,0.5,0.26,40,60,60,50.4,50.4,0,0,Very Low,Very Low,CL 52,1977_01_01,N3814,N3813,150,70.11,70.11,52.5825,105165,7,15,1977,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,1059,WELLINGTON RD,BRADLEY AVE,BRADLEY AVE,PRIVATE, ,UNKN,UNKN,0,3000-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,22915728, ,3000-01-01,150 DI, ,L13661,0,0, ,0,0,1,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,81-53, ,0,0,0,0,15,0.04681637,3.57871E-12,3.220835427,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,600,561.6,REPLACE,REPLACE,3,3, , , , , , , , ,0,NO,0,0, , , , , 
1876,Polyline,4019,L17225,ACTIVE,CI,CI,0.3,0.25,117,-1.9,0,-7.75,0,15,15,Very High,Very High,PIT RUN,1900_01_01,N15584,N15583,150,11.23,11.23,8.4225,16845,-0.221666667,5,1900,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3,1840,OXFORD ST E,CLARKE RD,CLARKE RD,PRIVATE, ,SATI,UNKN,0,3000-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,0,0,<Null>,25626820, ,3000-01-01,150 CI, ,L17225,0,0, ,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0,21B, , ,84-62, ,0,0,0,0,15,0.04681637,5.73226E-13,0.515903321,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,490,501.1,RELINE - REHAB,REPLACE,2,3, , , , , , , , ,0,NO,0,0, , , , , 
1877,Polyline,4020,L4155,ACTIVE,PVC,PVC,0.1,0.04,27,55.7,55.7,54.08,54.08,0,0,Very Low,Very Low,DR 18,1990_10_26,N1051,N10589,150,5.98,5.98,4.485,8970,6.498333333,15,1990,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,109,MEG DR,IRISH LANE,IRISH LANE,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,6585839, ,3000-01-01,150 PVC, ,L4155,1,0, ,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,90-199,0,0, , , ,81-52, ,0,0,0,0,15,0.04681637,3.05244E-13,0.274719667,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,450,456.6,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,550, , ,REGISTERED,MCC 236,1991
1878,Polyline,4023,L17041,ACTIVE,PVC,PVC,0.1,0.04,19,62.9,62.9,61.76,61.76,0,0,Very Low,Very Low,DR 18,1998_12_11,N15706,N14175,200,30.77,30.77,23.0775,46155,7.338333333,15,1998,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,STOKES DR,SOUTH LEAKSDALE CIR,SOUTH LEAKSDALE CIR,CITY, ,SATI,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,1,1,<Null>,25626663, ,3000-01-01,200 PVC, ,L17041,1,0,Clay,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,1,98-116,0,0, , ,WESTMOUNT/PONDMILLS,85-56, ,1,1,0,0,15,0.042136065,3.35456E-13,0.301910777,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,360,391.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1879,Polyline,4024,L14019,ACTIVE,PVC,PVC,0.1,0.04,24,58.4,58.4,56.96,56.96,0,0,Very Low,Very Low,DR 18,1993_06_01,N3639,N16302,300,100.89,100.89,75.6675,151335,6.813333333,15,1993,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,MARCONI BLVD,TYNEMOUTH DR,TALLTREE CRES,CITY, ,SATI,UNKN,130,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,23894921, ,3000-01-01,300 PVC, ,L14019,1,0,Sand,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,2,93-081,0,0, , , ,87-59, ,1,1,0,0,15,0.03664517,1.25969E-13,0.113371976,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,5,10.5,15,0,0,0,120,73.5,Medium,Moderately Low,3,2,390,418.8,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1880,Polyline,4025,L18358,ACTIVE,PVC,PVC,0.1,0.04,17,64.7,64.7,63.68,63.68,0,0,Very Low,Very Low,DR 18,2000_08_24,N14905,N14902,200,55.25,55.25,41.4375,82875,7.548333333,15,2000,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,1925,DUNDAS ST,EASTWOOD ST,EASTWOOD ST,PRIVATE, ,SATI,UNKN,130,2000-08-24,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,0,0,<Null>,25627663, ,3000-01-01,200 PVC, ,L18358,1,0, ,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,2000-110,0,0, , , ,85-61, ,0,0,0,0,15,0.042136065,6.02339E-13,0.542104986,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,450,454.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1881,Polyline,4026,L15885,ACTIVE,PVC,PVC,0.1,0.04,21,61.1,61.1,59.84,59.84,0,0,Very Low,Very Low,DR 18,1996_09_11,N16495,N16494,200,49.16,49.16,36.87,73740,7.128333333,15,1996,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,365,BELFIELD ST,MONSARRAT AVE,MONSARRAT AVE,PRIVATE, ,SATI,UNKN,130,1996-09-11,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,0,0,0,<Null>,25625663, ,3000-01-01,200 PVC, ,L15885,1,0,Unknown,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,96-104,0,0, , , ,80-62,Unknown,0,0,0,1,15,0.042136065,5.35945E-13,0.482350789,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,450,454.5,RELINE - REHAB,RELINE - REHAB,2,2,Louise Arbour French Immersion, ,Public Secondary Schools,n/a,Infrastructure,Education,School,ems.infrastructure.education.school,90,NO,0,0, , , , , 
1882,Polyline,4027,L2755,ACTIVE,DI,DI,0.5,0.26,31,64.5,64.5,57.06,57.06,0,0,Very Low,Very Low,CL 52,1986_12_12,N11523,N11521,150,36.92,36.92,27.69,55380,7.525,15,1986,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,450,SANDRINGHAM CRES,WILKINS ST,WILKINS ST,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,4336733, ,3000-01-01,150 DI, ,L2755,0,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,87-022,0,0, , ,WESTMOUNT/PONDMILLS,80-55,Unknown,0,0,0,0,15,0.04681637,1.88455E-12,1.696095336,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,450,456.6,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,39,39CD-05537,HMN,REGISTERED,MCC 723,2009
1883,Polyline,4028,L4238,ACTIVE,DI,DI,0.5,0.26,30,65,65,57.8,57.8,0,0,Very Low,Very Low,CL 52,1987_05_01,N10539,N10533,200,71.87,71.87,53.9025,107805,7.583333333,15,1987,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,77,BESSEMER RD,HARGRIEVE RD,HARGRIEVE RD,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,6633176, ,3000-01-01,200 DI, ,L4238,0,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,82-53,Unknown,0,0,0,0,15,0.042136065,7.83531E-13,0.705178015,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,450,454.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1884,Polyline,4029,L19519,ACTIVE,CI,CI,0.3,0.25,139,-17.3,0,-24.25,0,15,15,Very High,Very High,PIT RUN,1878_01_01,N14242,N3972,150,109.26,109.26,81.945,163890,-2.018333333,5,1878,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3, ,DUNDAS ST,TALBOT ST,RICHMOND ST,CITY, ,NREP,UNKN,30,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, ,"SEE ALSO OS-D-20, 1900",1,1,<Null>,21695756, ,3000-01-01,150 CI, ,L19519,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,3,0,(WD-66),1, , , ,79-58, ,1,1,0,1,15,0.04681637,5.57708E-12,5.019376391,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,550,543.1,RELINE - REHAB,REPLACE,2,3,Market Tower,"Housing & Social Services, Neighbourhood & Chikldren's Services, Ontario Works",City Services,n/a,Infrastructure,Government,Government Facility,ems.infrastructure.government.governmentFacility,90,NO,0,0, , , , , 
1885,Polyline,4030,L8777,ACTIVE,CI,CI,0.3,0.25,27,61.1,61.1,59.75,59.75,0,0,Very Low,Very Low,0,1990_04_18,N7262,N7264,200,66.57,66.57,49.9275,99855,7.128333333,15,1990,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,141,CONDOR CRT,TRAFALGAR ST,TRAFALGAR ST,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,13778557, ,3000-01-01,200 CI, ,L8777,0,0, ,0,0,1,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,90-042,0,0, , , ,85-59, ,0,0,0,0,15,0.042136065,7.2575E-13,0.653175184,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,15,9,180,109.2,Moderately High,Moderately Low,4,2,450,454.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,YES,1,388, , ,REGISTERED,MCC 202,1990
1886,Polyline,4031,L8480,ACTIVE,DI,DI,0.5,0.26,30,65,65,57.8,57.8,0,0,Very Low,Very Low,CL 52,1987_01_01,N7436,N754,200,159.8,159.8,119.85,239700,7.583333333,15,1987,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,RIPLEY RD,BRICKLIN PL,SANDFORD ST,CITY, ,UNKN,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,13355913, ,3000-01-01,200 DI, ,L8480,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,0,0,1, , , ,83-63, ,1,1,0,0,15,0.042136065,1.74215E-12,1.567934421,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.6,15,0,0,0,90,46.2,Moderately Low,Very Low,2,1,360,391.5,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1887,Polyline,4032,L3607,ACTIVE,CI,CI,0.3,0.25,117,-1.9,0,-7.75,0,15,15,Very High,Very High,PIT RUN,1900_01_01,N11272,N11282,150,13.84,13.84,10.38,20760,-0.221666667,5,1900,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3,120,CARLING ST,TALBOT ST,TALBOT ST,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,5696360, ,3000-01-01,0 CI, ,L3607,0,0, ,0,0,1,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,79-59, ,0,0,0,0,15,0.04681637,7.06451E-13,0.635806052,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,490,501.1,RELINE - REHAB,REPLACE,2,3, , , , , , , , ,0,NO,0,0, , , , , 
1888,Polyline,4033,L20449,ACTIVE,CI,CI,0.3,0.25,64,35.2,35.2,32,32,5,5,Medium,Medium,SPUN CAST,1953_01_01,N13601,N688,150,7.41,7.41,5.5575,11115,4.106666667,5,1953,0,0,0,6,,0,0,0,6,,80,195.8,Very Low,Medium,1,3, ,OSLER ST,INDUSTRIAL RD,INDUSTRIAL RD,CITY, ,SATI,PUSH,120,2004-06-29,3000-01-01,1,2004-06-29,CEMENT MORTAR,N/A,0,3000-01-01, , ,1,1,<Null>,14909685, ,3000-01-01,150 CI, ,L20449,0,0,Silt,0,0,0,0,0,0,0,0,0,0,1,2004-06-29,CEMENT MORTAR,N/A,3000-01-01,0, ,1,1,2004-088,0,0, , , ,87-62,Unknown,1,1,0,0,15,0.04681637,3.78237E-13,0.3404135,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,320,349.1,RELINE - REHAB,DO NOTHING,2,1, , , , , , , , ,0,NO,0,0, , , , , 
1889,Polyline,4034,L1270,ACTIVE,CI,CI,0.3,0.25,49,45.7,45.7,43.25,43.25,5,5,Medium,Medium,SPUN CAST,1968_01_01,N12671,N12675,150,21.45,21.45,16.0875,32175,5.331666667,15,1968,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3,185,BERKSHIRE DR,SPRINGBANK DR,SPRINGBANK DR,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,2014518, ,3000-01-01,150 CI, ,L1270,0,0, ,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,76-56, ,0,0,0,0,15,0.04681637,1.0949E-12,0.985407501,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,490,501.1,RELINE - REHAB,REPLACE,2,3, , , , , , , , ,0,YES,1,838,39CD-11502,TG,REGISTERED,MCC 776,2012
1890,Polyline,4035,L12471,ACTIVE,DI,DI,0.5,0.26,26,67,67,60.76,60.76,0,0,Very Low,Very Low,CL 52,1991_09_15,N4436,N4435,150,2.9,2.9,2.175,4350,7.816666667,15,1991,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,PICCADILLY ST,TALBOT ST,TALBOT ST,CITY, ,SATI,UNKN,120,2004-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,1,1,<Null>,19965364, ,3000-01-01,150 DI, ,L12471,0,0,Sand,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,1,91-154,0,0, , , ,79-60, ,1,1,0,0,15,0.04681637,1.48028E-13,0.133225257,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,0,0,90,48.3,Moderately Low,Very Low,2,1,360,393.6,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1891,Polyline,4036,L14327,ACTIVE,PVC,PVC,0.1,0.04,23,59.3,59.3,57.92,57.92,0,0,Very Low,Very Low,DR 18,1994_01_25,N3491,N192,300,2.11,2.11,1.5825,3165,6.918333333,15,1994,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3, ,CRUMLIN SDRD,PAGE ST,CRUMLIN SDRD,PRIVATE, ,SATI,UNKN,150,3000-01-01,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,24324426, ,3000-01-01,300 PVC, ,L14327,1,0, ,0,0,0,0,0,0,0,0,0,1,0,<Null>, ,N/A,3000-01-01,0, ,0,0,94-079,0,0, , , ,87-62, ,0,0,0,0,15,0.03664517,2.6345E-15,0.002371046,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,5,10.5,15,0,15,9,210,136.5,Moderately High,Medium,4,3,480,481.8,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
1892,Polyline,4037,L10867,ACTIVE,CI,CI,0.3,0.25,117,-1.9,0,-7.75,0,15,15,Very High,Very High,PIT RUN,1900_01_01,N5699,N5692,150,63.13,63.13,47.3475,94695,-0.221666667,5,1900,0,0,0,6,,0,0,0,6,,160,284.8,Moderately Low,Medium,2,3,70,SUNNYSIDE DR,NORTH CENTRE RD,NORTH CENTRE RD,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,17323516, ,3000-01-01,150 CI, ,L10867,0,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,0,0,0, , , ,77-63,Unknown,0,0,0,0,15,0.04681637,3.22242E-12,2.900176017,15,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,300,210,Moderately High,Medium,4,3,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,640,606.1,REPLACE,UP SIZE,3,4, , , , , , , , ,0,YES,1,261, , ,REGISTERED,MCC 203,1990
1893,Polyline,4038,L13677,ACTIVE,DI,DI,0.5,0.26,29,65.5,65.5,58.54,58.54,0,0,Very Low,Very Low,CL 52,1988_09_07,N2829,N3806,150,37.51,37.51,28.1325,56265,7.641666667,15,1988,0,0,0,6,,0,0,0,6,,120,240.3,Moderately Low,Medium,2,3,1416,ERNEST AVE,BRADLEY AVE,BRADLEY AVE,PRIVATE, ,UNKN,UNKN,0,1992-01-09,3000-01-01,0,<Null>, ,N/A,0,3000-01-01, , ,0,0,<Null>,22982547, ,3000-01-01,150 DI, ,L13677,0,0, ,0,0,1,0,0,0,0,0,0,0,0,<Null>, ,N/A,3000-01-01,0, ,0,0,88-185,0,0, , , ,80-53, ,0,0,0,0,15,0.04681637,1.91467E-12,1.723199784,0,, , ,,,,,,,,,, , ,, , ,, , ,, , ,, , ,, , ,, ,, ,, ,, ,, , , , ,, ,, , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,105,Moderately Low,Moderately Low,2,2,0,6.9,15,0,15,9,180,111.3,Moderately High,Medium,4,3,450,456.6,RELINE - REHAB,RELINE - REHAB,2,2, , , , , , , , ,0,NO,0,0, , , , , 
